review_id,canonical_place_id,manual_sentiment_label,split
wisata-v2_007081,place_00172,positive,train
wisata-v2_007113,place_00172,neutral,train
wisata-v2_007133,place_00172,positive,train
wisata-v2_007189,place_00112,neutral,train
wisata-v2_007240,place_00040,negative,validation
wisata-v2_007246,place_00040,positive,validation
wisata-v2_007258,place_00040,positive,validation
wisata-v2_007259,place_00040,neutral,validation
wisata-v2_007288,place_00040,neutral,validation
wisata-v2_007293,place_00040,neutral,validation
wisata-v2_007298,place_00040,neutral,validation
wisata-v2_007303,place_00040,negative,validation
wisata-v2_007314,place_00040,positive,validation
wisata-v2_007318,place_00040,positive,validation
wisata-v2_007345,place_00370,positive,train
wisata-v2_007349,place_00370,negative,train
wisata-v2_007381,place_00370,positive,train
wisata-v2_007420,place_00334,negative,train
wisata-v2_007426,place_00334,positive,train
wisata-v2_007452,place_00334,positive,train
wisata-v2_007470,place_00334,positive,train
wisata-v2_007473,place_00334,neutral,train
wisata-v2_007508,place_00334,negative,train
wisata-v2_007512,place_00334,negative,train
wisata-v2_007523,place_00334,negative,train
wisata-v2_007524,place_00334,negative,train
wisata-v2_007540,place_00334,positive,train
wisata-v2_007541,place_00334,negative,train
wisata-v2_007549,place_00334,negative,train
wisata-v2_007571,place_00146,neutral,validation
wisata-v2_007610,place_00146,positive,validation
wisata-v2_007670,place_00295,negative,test
wisata-v2_007776,place_00174,neutral,train
wisata-v2_007824,place_00128,neutral,train
wisata-v2_007828,place_00128,negative,train
wisata-v2_007835,place_00281,positive,test
wisata-v2_007863,place_00271,neutral,test
wisata-v2_007865,place_00271,negative,test
wisata-v2_007871,place_00271,negative,test
wisata-v2_007887,place_00271,negative,test
wisata-v2_007889,place_00271,neutral,test
wisata-v2_007899,place_00271,negative,test
wisata-v2_007904,place_00271,positive,test
wisata-v2_007923,place_00060,neutral,test
wisata-v2_007989,place_00331,negative,test
wisata-v2_007995,place_00331,negative,test
wisata-v2_008013,place_00323,neutral,test
wisata-v2_008025,place_00372,positive,validation
wisata-v2_008027,place_00372,positive,validation
wisata-v2_008030,place_00372,negative,validation
wisata-v2_008033,place_00372,positive,validation
wisata-v2_008039,place_00372,negative,validation
wisata-v2_008042,place_00372,negative,validation
wisata-v2_008045,place_00372,positive,validation
wisata-v2_008060,place_00372,positive,validation
wisata-v2_008077,place_00372,positive,validation
wisata-v2_008094,place_00372,neutral,validation
wisata-v2_008105,place_00251,neutral,validation
wisata-v2_008129,place_00251,negative,validation
wisata-v2_008210,place_00251,positive,validation
wisata-v2_008287,place_00251,positive,validation
wisata-v2_008288,place_00251,positive,validation
wisata-v2_008305,place_00173,neutral,train
wisata-v2_008312,place_00173,negative,train
wisata-v2_008318,place_00173,positive,train
wisata-v2_008364,place_00173,negative,train
wisata-v2_008403,place_00173,positive,train
wisata-v2_008501,place_00035,neutral,validation
wisata-v2_008502,place_00035,positive,validation
wisata-v2_008514,place_00145,neutral,test
wisata-v2_008568,place_00145,positive,test
wisata-v2_008664,place_00145,negative,test
wisata-v2_008702,place_00145,neutral,test
wisata-v2_008707,place_00037,positive,validation
wisata-v2_008710,place_00037,negative,validation
wisata-v2_008711,place_00037,positive,validation
wisata-v2_008718,place_00037,positive,validation
wisata-v2_008730,place_00037,negative,validation
wisata-v2_008743,place_00037,negative,validation
wisata-v2_008749,place_00037,positive,validation
wisata-v2_008760,place_00037,negative,validation
wisata-v2_008767,place_00037,positive,validation
wisata-v2_008773,place_00037,negative,validation
wisata-v2_008778,place_00037,negative,validation
wisata-v2_008785,place_00037,positive,validation
wisata-v2_008836,place_00170,positive,train
wisata-v2_008852,place_00170,neutral,train
wisata-v2_008926,place_00170,positive,train
wisata-v2_008967,place_00170,neutral,train
wisata-v2_008983,place_00170,neutral,train
wisata-v2_009003,place_00318,positive,train
wisata-v2_009006,place_00318,positive,train
wisata-v2_009011,place_00318,neutral,train
wisata-v2_009020,place_00156,positive,train
wisata-v2_009033,place_00156,positive,train
wisata-v2_009038,place_00156,neutral,train
wisata-v2_009046,place_00156,neutral,train
wisata-v2_009047,place_00156,negative,train
wisata-v2_009048,place_00156,neutral,train
wisata-v2_009053,place_00156,negative,train
wisata-v2_009075,place_00371,neutral,validation
wisata-v2_009079,place_00354,neutral,train
wisata-v2_009086,place_00115,positive,train
wisata-v2_009091,place_00115,neutral,train
wisata-v2_009110,place_00133,positive,test
wisata-v2_009124,place_00133,positive,test
wisata-v2_009139,place_00292,positive,train
wisata-v2_009192,place_00085,positive,train
wisata-v2_009197,place_00085,positive,train
wisata-v2_009246,place_00294,negative,train
wisata-v2_009266,place_00294,positive,train
wisata-v2_009296,place_00294,negative,train
wisata-v2_009318,place_00294,positive,train
wisata-v2_009342,place_00294,positive,train
wisata-v2_009361,place_00294,neutral,train
wisata-v2_009392,place_00294,positive,train
wisata-v2_009435,place_00006,negative,train
wisata-v2_009464,place_00006,negative,train
wisata-v2_009484,place_00006,negative,train
wisata-v2_009526,place_00006,negative,train
wisata-v2_009528,place_00006,negative,train
wisata-v2_009548,place_00006,positive,train
wisata-v2_009565,place_00006,negative,train
wisata-v2_009567,place_00006,positive,train
wisata-v2_009586,place_00006,negative,train
wisata-v2_009679,place_00017,negative,train
wisata-v2_009734,place_00017,negative,train
wisata-v2_009761,place_00017,neutral,train
wisata-v2_009771,place_00017,positive,train
wisata-v2_009800,place_00017,positive,train
wisata-v2_009816,place_00160,neutral,train
wisata-v2_009844,place_00175,negative,train
wisata-v2_009845,place_00175,positive,train
wisata-v2_009854,place_00175,positive,train
wisata-v2_009877,place_00175,neutral,train
wisata-v2_009882,place_00175,negative,train
wisata-v2_009884,place_00058,positive,test
wisata-v2_009942,place_00058,positive,test
wisata-v2_009972,place_00058,neutral,test
wisata-v2_009998,place_00058,positive,test
wisata-v2_010005,place_00171,negative,validation
wisata-v2_010009,place_00171,negative,validation
wisata-v2_010021,place_00171,negative,validation
wisata-v2_010060,place_00171,negative,validation
wisata-v2_010068,place_00171,negative,validation
wisata-v2_010085,place_00171,negative,validation
wisata-v2_010101,place_00171,negative,validation
wisata-v2_010103,place_00171,negative,validation
wisata-v2_010114,place_00171,negative,validation
wisata-v2_010157,place_00171,neutral,validation
wisata-v2_010178,place_00171,negative,validation
wisata-v2_010181,place_00171,negative,validation
wisata-v2_010252,place_00159,negative,validation
wisata-v2_010285,place_00159,neutral,validation
wisata-v2_010393,place_00159,positive,validation
wisata-v2_010409,place_00022,neutral,test
wisata-v2_010472,place_00178,positive,train
wisata-v2_010475,place_00178,negative,train
wisata-v2_010492,place_00178,positive,train
wisata-v2_010512,place_00178,positive,train
wisata-v2_010530,place_00178,neutral,train
wisata-v2_010532,place_00178,negative,train
wisata-v2_010537,place_00178,negative,train
wisata-v2_010559,place_00178,neutral,train
wisata-v2_010566,place_00178,positive,train
wisata-v2_010575,place_00178,negative,train
wisata-v2_010600,place_00178,positive,train
wisata-v2_010647,place_00062,negative,train
wisata-v2_010702,place_00062,negative,train
wisata-v2_010719,place_00062,neutral,train
wisata-v2_010735,place_00062,negative,train
wisata-v2_010745,place_00062,positive,train
wisata-v2_010776,place_00062,neutral,train
wisata-v2_010811,place_00317,negative,train
wisata-v2_010825,place_00021,negative,test
wisata-v2_010828,place_00021,neutral,test
wisata-v2_010832,place_00021,positive,test
wisata-v2_010864,place_00328,positive,validation
wisata-v2_010882,place_00328,neutral,validation
wisata-v2_010886,place_00328,negative,validation
wisata-v2_010966,place_00328,positive,validation
wisata-v2_010977,place_00328,positive,validation
wisata-v2_010983,place_00328,positive,validation
wisata-v2_010986,place_00328,positive,validation
wisata-v2_010987,place_00328,positive,validation
wisata-v2_010995,place_00328,negative,validation
wisata-v2_011007,place_00328,neutral,validation
wisata-v2_011009,place_00328,positive,validation
wisata-v2_011010,place_00328,positive,validation
wisata-v2_011077,place_00177,negative,validation
wisata-v2_011104,place_00177,negative,validation
wisata-v2_011136,place_00177,negative,validation
wisata-v2_011140,place_00177,positive,validation
wisata-v2_011208,place_00177,negative,validation
wisata-v2_011209,place_00177,positive,validation
wisata-v2_011238,place_00177,positive,validation
wisata-v2_011248,place_00181,neutral,train
wisata-v2_011252,place_00120,positive,train
wisata-v2_011254,place_00120,negative,train
wisata-v2_011262,place_00120,negative,train
wisata-v2_011299,place_00120,neutral,train
wisata-v2_011304,place_00120,negative,train
wisata-v2_011312,place_00120,negative,train
wisata-v2_011313,place_00120,negative,train
wisata-v2_011323,place_00276,positive,train
wisata-v2_011332,place_00161,positive,test
wisata-v2_011373,place_00342,negative,train
wisata-v2_011384,place_00342,positive,train
wisata-v2_011423,place_00342,positive,train
wisata-v2_011434,place_00342,positive,train
wisata-v2_011452,place_00342,positive,train
wisata-v2_011460,place_00342,neutral,train
wisata-v2_011480,place_00342,negative,train
wisata-v2_011488,place_00342,negative,train
wisata-v2_011494,place_00342,positive,train
wisata-v2_011561,place_00373,positive,test
wisata-v2_011574,place_00373,neutral,test
wisata-v2_011575,place_00373,neutral,test
wisata-v2_011647,place_00373,neutral,test
wisata-v2_011677,place_00309,positive,validation
wisata-v2_011784,place_00309,negative,validation
wisata-v2_011790,place_00309,neutral,validation
wisata-v2_011810,place_00309,positive,validation
wisata-v2_011814,place_00309,neutral,validation
wisata-v2_011816,place_00309,positive,validation
wisata-v2_011833,place_00309,positive,validation
wisata-v2_011871,place_00309,neutral,validation
wisata-v2_011874,place_00136,negative,train
wisata-v2_011888,place_00136,neutral,train
wisata-v2_011907,place_00136,neutral,train
wisata-v2_011936,place_00136,positive,train
wisata-v2_011938,place_00136,positive,train
wisata-v2_011951,place_00136,positive,train
wisata-v2_011958,place_00136,negative,train
wisata-v2_011972,place_00355,positive,train
wisata-v2_011975,place_00355,negative,train
wisata-v2_011982,place_00355,negative,train
wisata-v2_011988,place_00259,neutral,test
wisata-v2_011999,place_00259,positive,test
wisata-v2_012000,place_00259,neutral,test
wisata-v2_012004,place_00259,negative,test
wisata-v2_012005,place_00259,positive,test
wisata-v2_012021,place_00259,negative,test
wisata-v2_012023,place_00259,negative,test
wisata-v2_012029,place_00259,neutral,test
wisata-v2_012031,place_00259,neutral,test
wisata-v2_012032,place_00259,positive,test
wisata-v2_012037,place_00259,negative,test
wisata-v2_012040,place_00259,neutral,test
wisata-v2_012083,place_00316,negative,train
wisata-v2_012095,place_00316,negative,train
wisata-v2_012100,place_00316,negative,train
wisata-v2_012118,place_00316,positive,train
wisata-v2_012163,place_00316,positive,train
wisata-v2_012184,place_00316,negative,train
wisata-v2_012185,place_00316,negative,train
wisata-v2_012193,place_00316,negative,train
wisata-v2_012208,place_00316,positive,train
wisata-v2_012218,place_00316,negative,train
wisata-v2_012220,place_00316,positive,train
wisata-v2_012221,place_00316,negative,train
wisata-v2_012266,place_00347,negative,test
wisata-v2_012271,place_00347,negative,test
wisata-v2_012310,place_00347,negative,test
wisata-v2_012345,place_00347,neutral,test
wisata-v2_012441,place_00347,positive,test
wisata-v2_012500,place_00379,negative,train
wisata-v2_012508,place_00379,positive,train
wisata-v2_012548,place_00379,positive,train
wisata-v2_012568,place_00379,neutral,train
wisata-v2_012585,place_00379,neutral,train
wisata-v2_012621,place_00379,positive,train
wisata-v2_012656,place_00090,positive,train
wisata-v2_012659,place_00090,positive,train
